name	type	latlon
Gateway	wifi	"37.26856545,-93.19437982"
Thierer	wifi	"37.37501118,-93.29765615"
Barnett	wifi	"37.45000558,-93.44331688"
Almo	wifi	"37.41478194,-93.35414794"
Dexter	wifi	"37.4600431,-93.12554735"
Luster	wifi	"37.36084513,-93.12774088"
Steensland	wifi	"37.30118068,-93.14458476"
Hanover	wifi	"37.28422274,-93.29226524"
Memorial	wifi	"37.35246417,-93.5646619"
Sycamore	wifi	"36.93790936,-93.4018594"
Summit	wifi	"37.02199264,-93.43868267"
Luster	wifi	"37.26943332,-93.2314403"
Ridgeway	wifi	"37.01650679,-93.53266205"
Colorado	wifi	"37.2195289,-93.49406497"
Weeping Birch	wifi	"37.17695667,-93.13556207"
Coleman	wifi	"37.21557824,-93.48054866"
Gulseth	wifi	"37.13252367,-93.42792389"
Drewry	wifi	"37.21228868,-93.26173895"
Del Mar	wifi	"37.25358143,-93.27650813"
Hermina	wifi	"37.33088498,-93.40629591"
Ridgeview	wifi	"37.18433925,-93.07967019"
Bartillon	wifi	"37.34506455,-93.0214311"
Laurel	wifi	"37.05004503,-93.04978843"
Chive	wifi	"37.39752678,-93.15563374"
Elmside	wifi	"37.26484872,-93.628894"
Hovde	wifi	"37.11480315,-93.60410101"
Anthes	wifi	"37.1002722,-93.26299435"
Scoville	wifi	"37.13260957,-93.25038816"
Commercial	wifi	"36.99297901,-93.09604818"
6th	wifi	"37.33124449,-93.30711698"
Express	wifi	"37.43076662,-93.138577"
Oneill	wifi	"37.00100342,-93.48117152"
Longview	wifi	"37.19106927,-93.11069974"
Birchwood	wifi	"37.29064679,-93.27556277"
Heath	wifi	"37.3530115,-93.09683987"
Commercial	wifi	"37.18825433,-93.39168788"
Mayfield	wifi	"37.17537563,-93.37773155"
Loomis	wifi	"37.37444464,-93.51970144"
Jana	wifi	"37.37231216,-93.07353546"
Lakeland	wifi	"37.20777887,-93.62002961"
Corry	wifi	"37.0927945,-93.28731159"
American	wifi	"37.13292423,-93.50194169"
Hansons	wifi	"37.32475923,-93.47541582"
Cambridge	wifi	"37.21472707,-93.60241912"
Fisk	wifi	"37.05022299,-93.21062995"
Butterfield	wifi	"37.22033498,-93.49427255"
Artisan	wifi	"37.21067574,-93.59312681"
Eastlawn	wifi	"37.41342493,-93.43942517"
Namekagon	wifi	"37.2575014,-93.14343485"
Green Ridge	wifi	"37.16903025,-92.95709636"
Almo	wifi	"37.33997605,-93.28930113"
Norway Maple	wifi	"37.07124361,-93.34513261"
Dryden	wifi	"37.42085867,-93.4874596"
Michigan	wifi	"37.44349487,-93.12146636"
Derek	wifi	"37.1239506,-93.31595083"
Clemons	wifi	"37.19853872,-93.16079336"
Comanche	wifi	"37.45111175,-93.36665392"
Harbort	wifi	"37.13998871,-93.078047"
Gulseth	wifi	"37.23945668,-93.17967844"
Fieldstone	wifi	"37.12655207,-93.04924885"
Meadow Vale	wifi	"37.2163693,-92.97370342"
Fieldstone	wifi	"37.28798388,-93.27508283"
Canary	wifi	"37.41189651,-93.25207171"
Pepper Wood	wifi	"37.19903277,-93.3440284"
Sunnyside	wifi	"37.22727662,-93.16720751"
Messerschmidt	wifi	"37.03318658,-93.5107152"
Lyons	wifi	"37.20097732,-93.64900205"
Division	wifi	"37.24120545,-93.64819205"
Sachs	wifi	"37.28095451,-93.09745086"
Killdeer	wifi	"37.42424619,-93.27429141"
Crownhardt	wifi	"37.21896672,-93.26036326"
Norway Maple	wifi	"37.26773943,-93.07035461"
Marcy	wifi	"37.14549859,-93.50977542"
Debs	wifi	"37.2790666,-93.01884375"
Cody	wifi	"37.24683156,-93.45103894"
Killdeer	wifi	"37.30063105,-93.12914086"
Northland	wifi	"37.35249875,-93.23625937"
Dexter	wifi	"37.30442573,-93.15974855"
Old Shore	wifi	"37.05355985,-92.99708759"
Mayfield	wifi	"37.19812145,-92.94904877"
Hooker	wifi	"37.40630698,-93.53098528"
Shelley	wifi	"37.07310131,-92.97585587"
Armistice	wifi	"37.12545986,-93.32484748"
Shopko	wifi	"37.12006942,-93.11189315"
Elgar	wifi	"37.05469649,-93.29754368"
Superior	wifi	"37.18428717,-93.3872102"
Washington	wifi	"36.9716655,-93.35780746"
Portage	wifi	"37.27549156,-93.0640644"
Tomscot	wifi	"37.17688562,-93.42134583"
Michigan	wifi	"37.25718236,-93.37319806"
Shopko	wifi	"36.92606053,-93.27862498"
Mayer	wifi	"37.28469784,-93.42640534"
Ludington	wifi	"37.13601051,-93.15225384"
Delaware	wifi	"37.32382285,-93.35599448"
Washington	wifi	"37.22389581,-92.9326667"
Spenser	wifi	"37.39481198,-93.37543615"
Farmco	wifi	"37.15792216,-93.58610679"
Tomscot	wifi	"36.97277031,-93.14028179"
Barnett	wifi	"37.02952374,-93.34440016"
Havey	wifi	"37.15001942,-93.20952858"
Hooker	wifi	"37.0707615,-93.17021194"
Longview	wifi	"37.35126649,-93.38076949"
Vera	wifi	"37.20071574,-93.41131594"
Spenser	wifi	"37.44236837,-93.0954195"
Dryden	wifi	"37.34125316,-93.05663783"
Lyons	wifi	"37.0101552,-93.44676085"
Shopko	wifi	"37.00056625,-93.37431069"
Ridgeway	wifi	"37.10611247,-93.5496294"
Lillian	wifi	"36.96089717,-93.1389983"
Luster	wifi	"37.33164388,-93.43209939"
Mayer	wifi	"37.22045312,-93.33359954"
Golf View	wifi	"37.34986608,-93.24219637"
Bunker Hill	wifi	"37.0500237,-93.58677887"
Longview	wifi	"37.10637411,-93.06552684"
Grasskamp	wifi	"37.01491445,-93.14952249"
Schlimgen	wifi	"37.00291651,-93.07917574"
Sugar	wifi	"37.07082887,-93.15814322"
Becker	wifi	"37.3701581,-93.53757026"
Blaine	wifi	"37.10255921,-93.60868593"
Ronald Regan	wifi	"37.08787307,-93.06424095"
Mitchell	wifi	"37.11298931,-93.03991254"
Lillian	wifi	"37.16274091,-93.51468412"
Chinook	wifi	"36.97689508,-93.13118235"
Milwaukee	wifi	"37.21450334,-93.64793258"
Dovetail	wifi	"37.07433469,-93.50771251"
Continental	wifi	"37.17956914,-93.54269043"
Crescent Oaks	wifi	"37.25603499,-93.01834267"
Village	wifi	"36.99436135,-93.2171236"
Pearson	wifi	"37.37819269,-93.38604601"
Westerfield	wifi	"37.19151388,-93.5307946"
Jenifer	wifi	"37.10413228,-93.30686162"
Heffernan	wifi	"37.47304856,-93.28387927"
Elgar	wifi	"37.4459942,-93.19549569"
Roxbury	wifi	"37.1326615,-93.33354481"
Cardinal	wifi	"36.9317683,-93.33702575"
Mcguire	wifi	"36.99236789,-93.26493985"
Washington	wifi	"37.05661289,-93.04208705"
Dryden	wifi	"37.00684634,-93.2565143"
Lakeland	wifi	"37.00822863,-93.50549031"
Surrey	wifi	"37.1182271,-93.18987692"
Pankratz	wifi	"37.24079773,-93.27935788"
Truax	wifi	"37.38395035,-93.27845156"
Farwell	wifi	"37.25447728,-93.52069164"
Raven	wifi	"37.20694071,-93.38560224"
Golden Leaf	wifi	"36.94440239,-93.33224715"
Clemons	wifi	"37.47171404,-93.27538867"
Declaration	wifi	"36.97924075,-93.35125844"
Grim	wifi	"37.28651336,-93.03316315"
Lotheville	wifi	"37.45777847,-93.46738169"
Corry	wifi	"37.28486063,-93.27202525"
Hanson	wifi	"37.35948213,-93.4966471"
Forster	wifi	"37.08766454,-93.37419368"
High Crossing	wifi	"37.32462278,-93.10304503"
Schiller	wifi	"37.22656075,-93.1407948"
Havey	wifi	"36.94830428,-93.33395686"
Anthes	wifi	"37.31301442,-93.595501"
Fremont	wifi	"37.14344215,-93.07415081"
Nevada	wifi	"37.42568802,-93.25455312"
Anderson	wifi	"37.39667617,-93.48778277"
Division	wifi	"37.1199124,-93.34217433"
Ruskin	wifi	"36.97925284,-93.31845146"
Melby	wifi	"37.20331648,-93.10108546"
Oak Valley	wifi	"37.3970971,-93.13733852"
Sullivan	wifi	"37.35058915,-93.58185617"
Rutledge	wifi	"36.95318239,-93.13541062"
Harper	wifi	"37.01137763,-93.16724659"
Gale	wifi	"37.44102019,-93.2850746"
Park Meadow	wifi	"37.1828318,-93.60979285"
Sherman	wifi	"37.25535705,-93.25699473"
Sachtjen	wifi	"37.31629026,-93.29227281"
Ohio	wifi	"37.3999841,-93.0943483"
Esch	wifi	"37.23869591,-92.94146739"
South	wifi	"37.17222907,-93.08313186"
Meadow Valley	wifi	"36.933519,-93.22865854"
Oxford	wifi	"36.98728107,-93.35296518"
Bunting	wifi	"37.11231822,-93.2985017"
Waubesa	wifi	"37.12108294,-93.04616421"
Harper	wifi	"37.16450876,-93.63366933"
Green Ridge	wifi	"37.3858262,-93.23402831"
Gina	wifi	"37.33678198,-93.36855549"
Eggendart	wifi	"37.46850815,-93.45073257"
Center	wifi	"37.25925175,-92.94249618"
Westridge	wifi	"37.00279156,-93.18116497"
Brentwood	wifi	"37.1451053,-93.64396365"
Bartillon	wifi	"37.45840658,-93.284967"
Lindbergh	wifi	"37.11323404,-93.51802737"
Cascade	wifi	"37.1390568,-93.42488113"
Sunbrook	wifi	"37.20290572,-93.51690626"
Claremont	wifi	"37.06896174,-93.60620822"
Little Fleur	wifi	"37.05047912,-93.55315577"
Moulton	wifi	"37.34555425,-93.40952642"
Amoth	wifi	"37.19962536,-93.32378275"
Oak	wifi	"37.13509741,-93.08938783"
Hoepker	wifi	"37.42967806,-93.15348585"
Raven	wifi	"37.37572506,-93.49665698"
Coleman	wifi	"37.19206502,-92.94864489"
Surrey	wifi	"37.08655378,-93.07724343"
Waywood	wifi	"37.11778037,-93.38667873"
Melody	wifi	"37.10113426,-93.54809269"
South	wifi	"37.16821862,-93.28009374"
Golf	wifi	"37.31146432,-93.33126262"
Starling	wifi	"36.98815054,-93.11272705"
Hazelcrest	wifi	"36.99462011,-93.09267231"
Dwight	wifi	"37.00855593,-93.0989163"
Portage	wifi	"37.46934519,-93.3266899"
Hazelcrest	wifi	"37.27066815,-93.15263803"
Erie	wifi	"37.27976961,-93.40957291"
Eliot	wifi	"37.17149215,-93.09006671"
Drewry	wifi	"37.17502972,-92.99419363"
Raven	wifi	"37.33271506,-93.16614484"
Clyde Gallagher	wifi	"37.34903368,-93.37934223"
Claremont	wifi	"37.41651589,-93.30472417"
Northland	wifi	"37.220881,-93.46172583"
Cambridge	wifi	"37.09516954,-92.96154991"
Melody	wifi	"37.48548375,-93.34785361"
Pine View	wifi	"37.31655575,-93.53846884"
Artisan	wifi	"37.40226011,-93.05904323"
Huxley	wifi	"36.99350436,-93.49817487"
Karstens	wifi	"37.03624175,-93.49611065"
Roxbury	wifi	"36.96534985,-93.31910231"
Novick	wifi	"37.46878485,-93.16479692"
Surrey	wifi	"37.24728272,-93.26277286"
Clemons	wifi	"37.26211965,-92.95367081"
Hazelcrest	wifi	"37.22042515,-93.6230537"
6th	wifi	"37.38178663,-93.34393972"
Fallview	wifi	"37.14599047,-93.01883149"
Hanson	wifi	"37.3028299,-93.60674573"
Anhalt	wifi	"37.30324107,-93.11800642"
Mandrake	wifi	"36.94584085,-93.2490545"
Dayton	wifi	"37.27457584,-93.55867267"
Melby	wifi	"37.28269719,-93.45819285"
High Crossing	wifi	"37.47144157,-93.31027356"
Derek	wifi	"37.03883036,-93.14003127"
Butternut	wifi	"37.02686475,-93.20475091"
Corben	wifi	"37.23106723,-93.63327559"
Bay	wifi	"37.04285787,-93.46423954"
Oak Valley	wifi	"37.31976157,-93.00615084"
Beilfuss	wifi	"37.09226423,-93.09261649"
Declaration	wifi	"37.197934,-93.274517"
Scofield	wifi	"37.14159484,-92.99313138"
Blue Bill Park	wifi	"37.35929941,-93.07282705"
Messerschmidt	wifi	"37.21667678,-93.60062754"
Parkside	wifi	"37.20536573,-93.10221997"
Briar Crest	wifi	"37.20454402,-93.55708834"
Sycamore	wifi	"37.04719613,-93.10018355"
Kropf	wifi	"37.40037771,-93.1978637"
Anhalt	wifi	"37.06952437,-93.39599215"
Prairieview	wifi	"36.9352529,-93.25124139"
Golf	wifi	"37.30142258,-93.22104798"
Oak Valley	wifi	"37.01389272,-93.53471821"
Cascade	wifi	"37.30821843,-93.1341236"
East	wifi	"37.32451456,-93.33473777"
Tennessee	wifi	"37.12126019,-93.31422017"
Westport	wifi	"37.30633888,-93.32209519"
Maple	wifi	"36.96389058,-93.48038637"
Helena	wifi	"37.11169625,-93.51575406"
La Follette	wifi	"37.11108401,-93.29516313"
Schurz	wifi	"37.352987,-93.30194949"
Heffernan	wifi	"37.12476922,-93.21586942"
Anzinger	wifi	"37.21055466,-93.20583024"
Farragut	wifi	"37.17164091,-93.2509228"
Bunker Hill	wifi	"37.0909843,-93.31333937"
Pankratz	wifi	"37.41127713,-93.20984186"
2nd	wifi	"37.28931302,-92.95096265"
Kingsford	wifi	"37.25983863,-93.21237981"
Debra	wifi	"37.10768635,-93.28133219"
Thompson	wifi	"37.24196819,-93.13636542"
Blackbird	wifi	"37.20141977,-92.99821447"
Monterey	wifi	"37.24685185,-93.37855163"
Southridge	wifi	"37.18496491,-93.34577183"
Sauthoff	wifi	"37.02441943,-93.16839061"
Kim	wifi	"36.97273528,-93.34954266"
Comanche	wifi	"37.30732874,-93.3199244"
Oriole	wifi	"37.06185777,-93.22491848"
Crowley	wifi	"37.1426422,-93.26415423"
Muir	wifi	"37.00312391,-93.23834121"
Golf	wifi	"37.29249495,-93.52590863"
Sauthoff	wifi	"37.27442442,-93.33377424"
Golden Leaf	wifi	"37.00123439,-93.13244923"
Fairfield	wifi	"37.03028517,-93.53403678"
Arizona	wifi	"37.13267767,-93.14864609"
Loomis	wifi	"37.13898994,-93.21282932"
Eastwood	wifi	"37.26910905,-93.47382225"
Parkside	wifi	"37.07321422,-93.30472747"
Raven	wifi	"37.06986603,-93.35421843"
Bellgrove	wifi	"37.21476412,-93.35762594"
Bartelt	wifi	"37.22392418,-93.33219327"
Dakota	wifi	"37.3269599,-93.0271759"
Dapin	wifi	"37.29361252,-93.33879407"
Lighthouse Bay	wifi	"37.1162455,-93.22377828"
Holmberg	wifi	"37.14174022,-93.09848173"
Lakewood	wifi	"37.39896883,-93.09631955"
Division	wifi	"37.04716267,-93.50290215"
Maryland	wifi	"37.3641018,-93.02284858"
Onsgard	wifi	"37.45291313,-93.3644882"
Schurz	wifi	"37.26874677,-93.11550533"
Cascade	wifi	"36.94130484,-93.31347345"
Gulseth	wifi	"37.47105993,-93.34847115"
Mitchell	wifi	"37.17058213,-93.17597134"
Basil	wifi	"37.03443592,-93.53875062"
Almo	wifi	"37.2423206,-93.15595521"
Shelley	wifi	"37.23854471,-93.16546218"
Sunfield	wifi	"37.05103987,-93.58028228"
Brickson Park	wifi	"37.27548197,-93.04528136"
Lakewood	wifi	"37.24545062,-93.02619341"
Bobwhite	wifi	"37.05375575,-93.1068966"
Union	wifi	"37.20678279,-93.30011089"
Ridge Oak	wifi	"37.14346126,-93.42995932"
Moulton	wifi	"37.26399701,-93.23290153"
Reinke	wifi	"37.39355101,-93.11820997"
Gateway	wifi	"37.32782015,-93.411936"
Memorial	wifi	"37.25316443,-93.03936758"
Farragut	wifi	"37.28169587,-93.5370945"
Everett	wifi	"37.03178528,-93.40105253"
Jackson	wifi	"37.0345216,-93.17831989"
Debs	wifi	"37.04591562,-93.1066056"
Union	wifi	"36.97685573,-93.39292706"
Dwight	wifi	"37.1301316,-93.2925612"
Quincy	wifi	"37.40840448,-93.04590994"
Ludington	wifi	"37.39640145,-93.26412993"
Shasta	wifi	"37.1597285,-93.13096486"
Westerfield	wifi	"37.09377062,-93.46329679"
Florence	wifi	"37.36587663,-93.104772"
Calypso	wifi	"36.98001051,-93.43968007"
Judy	wifi	"37.12518625,-93.51749571"
Sherman	wifi	"37.28493431,-93.55225519"
Continental	wifi	"37.01261382,-93.30443138"
Namekagon	wifi	"37.0230391,-93.4071564"
Eastwood	wifi	"37.07671166,-93.13992635"
Fair Oaks	wifi	"37.31844232,-93.20311992"
Thompson	wifi	"37.08121278,-93.08379275"
Heffernan	wifi	"37.36923199,-93.066376"
Lake View	wifi	"37.28953757,-93.2388638"
Kim	wifi	"37.27912676,-93.37366429"
Dixon	wifi	"37.01324374,-93.06483934"
Saint Paul	wifi	"37.27115791,-93.00375478"
Lindbergh	wifi	"37.04766844,-93.08828903"
Utah	wifi	"37.2109428,-93.14952684"
Fordem	wifi	"37.03138815,-93.57710693"
Stone Corner	wifi	"36.98635321,-93.11937253"
Welch	wifi	"36.95389555,-93.41356932"
Pleasure	wifi	"37.31443845,-93.34178394"
Moland	wifi	"37.00274464,-93.39053305"
Lukken	wifi	"37.12082212,-92.99583254"
Express	wifi	"37.02194656,-93.23302097"
Old Gate	wifi	"37.39485361,-93.27957943"
Veith	wifi	"37.01864506,-93.08709852"
Brown	wifi	"37.06881073,-93.11697295"
Corben	wifi	"37.11429014,-93.58827109"
Hansons	wifi	"37.03072614,-93.22849292"
Spaight	wifi	"37.30864129,-93.08107274"
Doe Crossing	wifi	"37.12144587,-93.56379381"
Crescent Oaks	wifi	"37.15130735,-93.32267849"
Esch	wifi	"37.40504457,-93.34624203"
Stoughton	wifi	"37.43076183,-93.13261718"
Donald	wifi	"37.21895671,-92.95855433"
Bunker Hill	wifi	"36.97348895,-93.11588542"
Rieder	wifi	"36.97265766,-93.10954085"
Erie	wifi	"37.14274316,-93.20175056"
Emmet	wifi	"37.34464161,-93.28538942"
Service	wifi	"37.43018159,-93.10746686"
Ronald Regan	wifi	"37.2103987,-93.27471662"
Eastlawn	wifi	"37.18587998,-93.55292693"
Nelson	wifi	"37.37556058,-93.45700668"
Victoria	wifi	"37.38665603,-93.26342871"
Dwight	wifi	"37.21390001,-93.4005593"
Tomscot	wifi	"37.28969974,-93.36584519"
Red Cloud	wifi	"37.33829975,-93.39575266"
Crest Line	wifi	"37.03560893,-93.03017086"
Huxley	wifi	"37.09817807,-93.24740521"
North	wifi	"37.27526025,-93.38550975"
Division	wifi	"37.44565118,-93.2774808"
Lotheville	wifi	"37.30276683,-93.56486342"
Dixon	wifi	"37.43676704,-93.25826198"
Milwaukee	wifi	"37.16576131,-93.60194226"
Anhalt	wifi	"37.1720907,-93.30783076"
4th	wifi	"37.25350185,-93.59220379"
Merry	wifi	"37.44594369,-93.13315463"
Arapahoe	wifi	"37.10323056,-93.28219346"
Bultman	wifi	"37.29073689,-93.55779565"
Mcbride	wifi	"36.99492271,-93.35921595"
Ridge Oak	wifi	"37.25487696,-93.03204701"
Welch	wifi	"37.23407943,-93.46566873"
Holy Cross	wifi	"37.25451218,-93.24996168"
Warbler	wifi	"37.21792936,-93.15660846"
Forest Dale	wifi	"37.34630672,-93.57308397"
Browning	wifi	"37.24553585,-93.2441022"
Dawn	wifi	"37.39231716,-93.50256115"
Hazelcrest	wifi	"37.07961514,-93.52501747"
Fairview	wifi	"37.44652359,-93.47786269"
Thackeray	wifi	"37.42535293,-93.2508464"
Michigan	wifi	"37.29666239,-93.55555222"
Marcy	wifi	"37.47571837,-93.42609968"
Pankratz	wifi	"37.4170905,-93.07261254"
Scoville	wifi	"37.14180278,-93.26587671"
Iowa	wifi	"37.04158322,-93.19749336"
Morrow	wifi	"37.23434202,-93.1905331"
Parkside	wifi	"37.24175979,-92.99906204"
Bobwhite	wifi	"37.42286499,-93.32185603"
Bunker Hill	wifi	"37.26377853,-93.00591707"
Mccormick	wifi	"37.04587945,-93.43453251"
Lindbergh	wifi	"37.33313842,-93.08745103"
Golf Course	wifi	"37.05316096,-93.20366375"
Monument	wifi	"36.96008072,-93.36846445"
Stang	wifi	"37.26992577,-93.33836553"
Logan	wifi	"37.02272065,-93.28962893"
Sommers	wifi	"37.42577048,-93.36652591"
Mesta	wifi	"37.35008193,-92.97798955"
Packers	wifi	"37.19062115,-93.15125197"
Troy	wifi	"37.0906473,-93.32231967"
Fallview	wifi	"37.46836415,-93.33185847"
Bultman	wifi	"37.04892354,-93.4662445"
Helena	wifi	"37.35072584,-93.13956875"
Ryan	wifi	"37.28425131,-93.12468021"
Arapahoe	wifi	"37.02437699,-93.35193143"
Norway Maple	wifi	"37.1583297,-92.94409457"
Garrison	wifi	"37.28972901,-93.0449979"
Columbus	wifi	"37.40855708,-93.35830809"
Barby	wifi	"37.18992481,-93.04735954"
Main	wifi	"37.41263184,-93.19018333"
Merry	wifi	"37.09507796,-93.26351898"
Stuart	wifi	"37.4055768,-93.50183868"
Leroy	wifi	"37.11345662,-93.0951917"
Novick	wifi	"37.02004282,-93.53820389"
Kipling	wifi	"37.4543667,-93.45463891"
Golden Leaf	wifi	"37.02401339,-93.26676144"
Blaine	wifi	"37.35671796,-93.35869041"
Corscot	wifi	"37.1977783,-92.97702207"
Mayfield	wifi	"37.35669627,-93.41581912"
Hayes	wifi	"37.22805283,-93.3112722"
Sloan	wifi	"37.32978343,-93.15148906"
Mitchell	wifi	"37.27571237,-93.38750599"
Farragut	wifi	"37.02656856,-93.21110845"
Walton	wifi	"37.42972572,-93.09307461"
Mesta	wifi	"37.02863983,-93.44042327"
Ilene	wifi	"37.21381454,-92.94181809"
Novick	wifi	"37.30212445,-93.42786438"
Butterfield	wifi	"36.9953796,-93.43480502"
Paget	wifi	"37.17049625,-93.46778303"
Dapin	wifi	"37.25724943,-92.99869649"
Mockingbird	wifi	"37.07499442,-93.48930468"
Lotheville	wifi	"37.24389617,-93.06282382"
Granby	wifi	"37.30805877,-93.00876343"
Buell	wifi	"36.99350843,-93.3331619"
Jackson	wifi	"37.22693046,-93.17417511"
8th	wifi	"37.27749127,-93.56226461"
Hoard	wifi	"37.24020689,-93.01979287"
Magdeline	wifi	"37.30340014,-93.25766685"
Petterle	wifi	"37.46420363,-93.45212218"
Lillian	wifi	"36.97476002,-93.35291845"
Carberry	wifi	"37.16672975,-93.35603166"
Becker	wifi	"37.31770122,-93.35901651"
Rigney	wifi	"37.20411607,-93.10178521"
Talisman	wifi	"37.28877947,-93.4678892"
Algoma	wifi	"36.9536318,-93.34983449"
Mariners Cove	wifi	"37.12807965,-93.02430248"
Oak	wifi	"37.11791112,-93.13729114"
Hollow Ridge	wifi	"37.38336639,-93.38824741"
Dayton	wifi	"37.10433755,-93.45967653"
Corscot	wifi	"36.93254044,-93.189264"
Ridge Oak	wifi	"37.193824,-93.21480694"
Golf Course	wifi	"36.97758401,-93.2976108"
Commercial	wifi	"37.43330561,-93.50291515"
Bowman	wifi	"37.27755686,-93.44253202"
Mockingbird	wifi	"37.10104653,-93.2518502"
Stone Corner	wifi	"37.07720989,-93.33836239"
Bay	wifi	"37.34354795,-93.03217697"
Evergreen	wifi	"37.15197292,-93.38393008"
Quincy	wifi	"36.97601534,-93.15202252"
Vernon	wifi	"37.23576917,-93.2066153"
Dovetail	wifi	"37.1179749,-92.9790733"
Huxley	wifi	"37.4605564,-93.36860859"
Tomscot	wifi	"37.12841943,-92.95789229"
Springview	wifi	"37.2973772,-93.60998035"
Hoard	wifi	"37.15128035,-93.50557801"
Westridge	wifi	"37.07744173,-93.51478789"
Riverside	wifi	"37.20010029,-93.15997723"
Morning	wifi	"37.05303919,-93.0267735"
Lindbergh	wifi	"37.27398784,-93.27182519"
Kipling	wifi	"37.21463282,-92.98903607"
Towne	wifi	"37.19222779,-93.42300964"
Monument	wifi	"37.1510635,-93.35013524"
Anniversary	wifi	"37.46351,-93.24063831"
Fulton	wifi	"37.18999029,-93.16031406"
Karstens	wifi	"37.4561765,-93.35923082"
Annamark	wifi	"37.11271222,-93.4184769"
Lindbergh	wifi	"37.19559013,-93.00553606"
Birchwood	wifi	"37.25929955,-93.19343811"
Sutherland	wifi	"36.95130524,-93.32693927"
Novick	wifi	"37.17901481,-93.47135066"
Ohio	wifi	"37.04042331,-93.18223399"
Bunker Hill	wifi	"37.48403587,-93.3688145"
Dakota	wifi	"37.2732766,-93.36172162"
Dixon	wifi	"37.08539451,-93.37225825"
Del Sol	wifi	"37.2334928,-93.11520401"
Milwaukee	wifi	"37.04110938,-93.55860826"
Texas	wifi	"37.18779023,-93.05754193"
Green Ridge	wifi	"37.00211283,-93.35559254"
Melby	wifi	"37.00803283,-93.2049505"
Starling	wifi	"36.938561,-93.19646356"
Kingsford	wifi	"37.0537888,-93.43068651"
Memorial	wifi	"37.27099812,-93.64359491"
Mcbride	wifi	"37.18796843,-93.02833776"
Talisman	wifi	"37.13289858,-93.18879189"
Forster	wifi	"37.09197296,-93.58018334"
Manitowish	wifi	"37.17018152,-92.98375627"
Johnson	wifi	"37.37117009,-93.50234274"
Elmside	wifi	"37.00607893,-93.4785427"
School	wifi	"37.40293944,-93.18943578"
Bonner	wifi	"37.15260732,-93.44606908"
Birchwood	wifi	"37.19866453,-93.63827958"
Derek	wifi	"37.20801906,-93.43720369"
Stuart	wifi	"37.1642722,-93.04253327"
Delladonna	wifi	"37.20131385,-93.24715446"
Schlimgen	wifi	"37.35557011,-93.32013805"
Trailsway	wifi	"37.16024976,-93.45473578"
4th	wifi	"37.25691194,-93.16879724"
Beilfuss	wifi	"37.06683024,-93.51844081"
Summit	wifi	"37.39981819,-93.36093107"
Fordem	wifi	"37.12621205,-93.51310652"
Barby	wifi	"37.27418776,-93.43766476"
Sachs	wifi	"37.23060008,-92.93168722"
Mitchell	wifi	"37.27314927,-93.45657597"
Killdeer	wifi	"37.25533419,-93.63832785"
Dexter	wifi	"37.37282701,-93.36787612"
Maywood	wifi	"37.2954586,-93.38903269"
Scofield	wifi	"37.16345754,-93.28323781"
